state,city,neighborhood,street,price,area,rooms,bathrooms,garage,number,done,furnished,type
3,9,7,328,265000.0,48.0,2.0,1.0,1.0,280.0,2,0,0
3,9,26,623,1260000.0,170.0,3.0,3.0,2.0,428.0,2,0,2
3,9,58,333,580000.0,80.0,3.0,2.0,1.0,501.0,2,0,0
3,9,23,386,950000.0,200.0,3.0,2.0,2.0,300.0,2,0,5
3,9,13,808,400000.0,46.0,2.0,1.0,1.0,2.0,2,0,0
3,9,21,215,1900000.0,122.0,4.0,4.0,2.0,80.0,2,0,0
3,9,21,404,860000.0,130.0,3.0,3.0,1.0,47.0,2,0,0
3,9,58,333,330000.0,70.0,2.0,1.0,1.0,479.0,2,0,0
3,9,21,504,800000.0,88.0,2.0,2.0,1.0,28.0,2,0,0
3,9,21,342,890000.0,90.0,2.0,3.0,1.0,7.0,2,0,0
3,9,13,59,400000.0,104.0,3.0,2.0,1.0,139.0,2,0,0
3,9,21,549,1000000.0,154.0,3.0,2.0,3.0,131.0,2,0,0
3,9,56,721,150000.0,61.0,2.0,5.0,1.0,1002.0,2,0,0
1,6,72,72,870000.0,120.0,3.0,3.0,2.0,11699.0,2,0,0
3,9,23,196,1500000.0,103.0,2.0,2.0,1.0,26.0,2,0,5
3,9,16,421,590000.0,120.0,3.0,1.0,2.0,12.0,2,0,1
3,9,21,791,2400000.0,224.0,4.0,4.0,3.0,84.0,2,0,5
3,9,21,788,800000.0,84.0,2.0,2.0,1.0,,2,0,0
3,9,21,226,650000.0,65.0,2.0,2.0,2.0,,2,0,0
3,9,19,680,190000.0,70.0,2.0,1.0,1.0,100.0,2,0,0
3,9,16,286,575000.0,108.0,3.0,3.0,2.0,,2,0,2
3,9,19,521,450000.0,200.0,2.0,1.0,2.0,79.0,2,0,1
3,9,21,404,870000.0,110.0,3.0,1.0,1.0,5.0,2,0,0
3,9,21,448,780000.0,114.0,3.0,3.0,2.0,243.0,2,0,0
3,9,21,564,842000.0,89.0,2.0,2.0,2.0,479.0,2,0,0
3,9,58,644,695000.0,83.0,2.0,2.0,1.0,133.0,2,0,0
3,9,16,320,650000.0,160.0,3.0,2.0,3.0,1.0,2,0,2
3,9,21,56,999000.0,110.0,2.0,2.0,1.0,112.0,2,0,0
3,9,26,470,640000.0,180.0,2.0,2.0,2.0,,2,0,1
3,9,16,320,950000.0,116.0,3.0,2.0,3.0,,2,0,1
3,9,58,576,240000.0,54.0,2.0,1.0,1.0,335.0,2,0,0
3,9,21,275,750000.0,52.0,2.0,3.0,1.0,,2,0,0
3,9,13,303,399000.0,64.0,2.0,1.0,1.0,10.0,2,0,0
3,9,21,12,835000.0,99.0,3.0,2.0,2.0,,2,0,0
3,9,21,226,1300000.0,200.0,4.0,3.0,1.0,,2,0,0
3,9,58,576,242000.0,54.0,2.0,1.0,1.0,,2,0,0
3,9,21,215,1100000.0,158.0,3.0,2.0,1.0,,2,0,0
3,9,21,549,800000.0,118.0,3.0,3.0,1.0,,2,0,0
3,9,58,576,990000.0,170.0,3.0,3.0,2.0,,2,0,5
3,9,21,590,1950000.0,212.0,4.0,4.0,2.0,,2,0,0
3,9,26,683,700000.0,167.0,3.0,3.0,2.0,,2,0,0
3,9,58,757,720000.0,89.0,3.0,3.0,1.0,,2,0,0
3,9,58,576,375000.0,50.0,1.0,1.0,1.0,,2,0,0
3,9,19,383,350000.0,92.0,3.0,2.0,1.0,,2,0,0
3,9,58,757,780000.0,105.0,3.0,3.0,2.0,,2,0,0
3,9,26,455,1399000.0,220.0,3.0,3.0,2.0,,2,0,1
3,9,19,775,225000.0,64.0,2.0,1.0,1.0,,2,0,0
3,9,43,214,470000.0,110.0,3.0,2.0,1.0,100.0,2,0,0
3,9,42,66,485000.0,121.0,3.0,1.0,1.0,3618.0,2,0,0
3,9,59,172,250000.0,10.0,2.0,1.0,1.0,51.0,2,0,0
3,9,58,644,617000.0,88.0,2.0,2.0,1.0,50.0,2,0,0
3,9,62,51,1400000.0,177.0,2.0,3.0,2.0,151.0,2,0,5
3,9,59,172,350000.0,100.0,2.0,2.0,1.0,522.0,2,0,0
3,9,62,379,1400000.0,158.0,3.0,4.0,1.0,100.0,2,0,1
3,9,71,413,820000.0,115.0,3.0,2.0,2.0,31.0,2,0,0
3,9,23,108,1260000.0,145.0,4.0,3.0,1.0,141.0,2,0,0
3,9,19,10,340000.0,55.0,2.0,2.0,1.0,987.0,2,0,0
3,9,19,49,320000.0,78.0,2.0,2.0,1.0,150.0,2,0,0
3,9,21,564,1290000.0,130.0,3.0,4.0,2.0,499.0,2,0,0
3,9,19,495,365000.0,78.0,2.0,1.0,1.0,,2,0,0
3,9,19,10,280000.0,65.0,2.0,2.0,1.0,,2,0,0
3,9,26,274,525000.0,110.0,2.0,3.0,2.0,54.0,2,0,1
3,9,21,134,2500000.0,180.0,4.0,4.0,3.0,,2,0,0
3,9,14,46,2200000.0,140.0,3.0,5.0,3.0,,2,0,0
3,9,21,400,700000.0,102.0,3.0,1.0,1.0,,2,0,0
3,9,11,48,1100000.0,98.0,3.0,3.0,1.0,1026.0,2,0,0
3,9,50,452,1470000.0,85.0,2.0,2.0,1.0,,2,0,0
3,9,21,496,1100000.0,120.0,3.0,1.0,2.0,,2,0,0
3,9,58,757,720000.0,110.0,3.0,3.0,2.0,,2,0,0
3,9,21,575,1490000.0,142.0,2.0,2.0,2.0,1.0,2,0,5
3,9,8,150,1130000.0,130.0,2.0,3.0,1.0,146.0,2,0,5
3,9,50,335,1200000.0,120.0,3.0,2.0,2.0,2.0,2,0,0
3,9,23,653,480000.0,42.0,1.0,1.0,1.0,,2,0,23
3,9,20,228,640000.0,76.0,3.0,3.0,1.0,8.0,2,0,0
3,9,15,262,250000.0,74.0,2.0,2.0,1.0,,2,0,0
3,9,58,576,300000.0,77.0,2.0,1.0,1.0,,2,0,0
3,9,21,404,850000.0,137.0,3.0,2.0,1.0,,2,0,0
3,9,19,10,530000.0,156.0,3.0,2.0,1.0,,2,0,0
3,9,19,358,345000.0,59.0,2.0,3.0,1.0,,2,0,0
3,9,21,504,1100000.0,120.0,3.0,3.0,1.0,,2,0,0
3,9,19,801,190000.0,71.0,2.0,1.0,1.0,,2,0,0
3,9,17,264,270000.0,55.0,2.0,1.0,1.0,,2,0,0
3,9,21,619,570000.0,110.0,3.0,1.0,1.0,,2,0,0
3,9,21,404,835000.0,82.0,2.0,2.0,1.0,,2,0,0
3,9,58,644,920000.0,102.0,3.0,4.0,1.0,,2,0,0
3,9,21,226,525000.0,80.0,2.0,2.0,1.0,404.0,2,0,0
3,9,13,303,215000.0,45.0,2.0,1.0,3.0,188.0,2,0,20
3,9,26,45,800000.0,140.0,4.0,4.0,3.0,129.0,2,0,1
3,9,21,12,700000.0,194.0,4.0,2.0,2.0,625.0,2,0,0
3,9,21,275,2110000.0,120.0,3.0,3.0,2.0,325.0,2,0,0
3,9,23,108,2250000.0,212.0,4.0,3.0,1.0,,2,0,5
3,9,5,66,550000.0,94.0,3.0,2.0,2.0,,2,0,0
3,9,21,300,1130000.0,93.0,3.0,2.0,1.0,9.0,2,0,0
3,9,39,390,500000.0,50.0,2.0,2.0,2.0,57.0,2,0,1
3,9,59,172,260000.0,60.0,2.0,1.0,1.0,51.0,2,0,0
3,9,21,404,1500000.0,173.0,3.0,3.0,1.0,119.0,2,0,5
3,9,58,349,564000.0,70.0,2.0,2.0,1.0,,2,0,0
3,9,58,576,530000.0,70.0,3.0,1.0,1.0,212.0,2,0,0
3,9,21,56,1000000.0,140.0,3.0,1.0,2.0,84.0,2,0,0
3,9,63,823,229000.0,59.0,2.0,1.0,1.0,260.0,2,0,0
3,9,7,328,460000.0,62.0,3.0,2.0,1.0,1001.0,2,0,0
3,9,21,38,1900000.0,140.0,3.0,1.0,1.0,,2,0,0
3,9,21,448,935000.0,140.0,4.0,2.0,1.0,122.0,2,0,5
3,9,21,53,750000.0,90.0,2.0,3.0,1.0,349.0,2,0,0
3,9,21,544,580000.0,85.0,2.0,2.0,1.0,,2,0,0
3,9,21,38,1100000.0,140.0,4.0,3.0,1.0,,2,0,0
3,9,23,108,2560000.0,230.0,4.0,2.0,2.0,,2,0,0
3,9,15,576,260000.0,54.0,2.0,1.0,1.0,,2,0,0
3,9,19,151,280000.0,60.0,2.0,1.0,1.0,,2,0,0
3,9,21,558,1400000.0,105.0,3.0,1.0,2.0,127.0,2,0,0
3,9,26,700,590000.0,120.0,3.0,1.0,1.0,950.0,2,0,1
3,9,7,804,300000.0,50.0,2.0,1.0,1.0,,2,0,0
3,9,58,573,480000.0,80.0,2.0,2.0,1.0,,2,0,0
3,9,21,300,650000.0,80.0,2.0,2.0,2.0,124.0,2,0,0
3,9,23,741,840000.0,120.0,3.0,1.0,1.0,0.0,2,0,0
3,9,26,494,840000.0,112.0,3.0,2.0,2.0,140.0,2,0,0
3,9,58,644,400000.0,70.0,2.0,2.0,1.0,70.0,2,0,0
3,9,58,576,1099900.0,151.0,2.0,3.0,2.0,255.0,2,0,5
3,9,58,727,735000.0,82.0,2.0,1.0,1.0,55.0,2,0,0
3,9,21,558,1500000.0,130.0,3.0,1.0,2.0,81.0,2,0,0
3,9,58,576,390000.0,62.0,2.0,2.0,1.0,,2,0,0
3,9,19,262,350000.0,90.0,3.0,1.0,1.0,,2,0,0
3,9,58,333,560000.0,90.0,3.0,1.0,1.0,369.0,2,0,0
3,9,21,134,650000.0,115.0,3.0,1.0,1.0,150.0,2,0,0
3,9,61,59,1101500.0,93.0,3.0,2.0,1.0,,2,0,0
3,9,21,617,3018879.0,177.0,4.0,6.0,2.0,,2,0,0
3,9,26,536,750000.0,118.0,3.0,3.0,2.0,7.0,2,0,2
3,9,65,179,450000.0,120.0,2.0,3.0,1.0,56.0,2,0,2
3,9,23,386,405000.0,70.0,2.0,1.0,1.0,244.0,2,0,0
3,9,19,680,185000.0,50.0,2.0,1.0,1.0,145.0,2,0,0
3,9,71,413,690000.0,89.0,3.0,1.0,1.0,3.0,2,0,0
3,9,21,549,1000000.0,154.0,3.0,2.0,3.0,131.0,2,0,0
3,9,19,10,355000.0,93.0,2.0,2.0,1.0,1096.0,2,0,0
3,9,16,421,590000.0,120.0,3.0,1.0,2.0,12.0,2,0,1
3,9,23,741,650000.0,90.0,3.0,2.0,1.0,107.0,2,0,0
3,9,7,328,255000.0,50.0,2.0,1.0,1.0,1001.0,2,0,0
3,9,21,448,580000.0,80.0,2.0,2.0,1.0,,2,0,0
3,9,58,349,610000.0,74.0,2.0,1.0,1.0,214.0,2,0,0
3,9,21,404,795000.0,120.0,3.0,1.0,1.0,119.0,2,0,0
3,9,50,527,890000.0,200.0,3.0,2.0,2.0,147.0,2,0,5
3,9,19,262,345000.0,71.0,2.0,2.0,1.0,377.0,2,0,0
3,9,21,411,1050000.0,120.0,3.0,3.0,2.0,189.0,2,0,0
3,9,21,275,1150000.0,130.0,3.0,2.0,2.0,230.0,2,0,0
3,9,21,404,949000.0,140.0,3.0,3.0,1.0,,2,0,0
3,9,21,793,790000.0,115.0,3.0,1.0,1.0,22.0,2,0,0
3,9,21,353,850000.0,106.0,3.0,2.0,1.0,190.0,2,0,0
3,9,58,342,300000.0,55.0,2.0,1.0,1.0,87.0,2,0,0
3,9,13,552,740000.0,75.0,3.0,2.0,1.0,,2,0,0
3,9,17,264,270000.0,56.0,2.0,1.0,1.0,,2,0,0
3,9,8,150,880000.0,140.0,3.0,3.0,2.0,,2,0,0
3,9,21,411,980000.0,110.0,3.0,1.0,1.0,,2,0,0
3,9,11,48,3150000.0,210.0,3.0,1.0,2.0,,2,0,5
3,9,21,134,2175000.0,167.0,4.0,4.0,3.0,,2,0,0
3,9,21,53,680000.0,70.0,2.0,2.0,1.0,463.0,2,0,0
3,9,42,23,350000.0,10.0,3.0,1.0,1.0,,2,0,0
3,9,21,564,842000.0,90.0,2.0,1.0,2.0,479.0,2,0,0
3,9,21,134,949000.0,211.0,4.0,3.0,1.0,245.0,2,0,0
3,9,58,576,260000.0,78.0,2.0,1.0,1.0,335.0,2,0,0
3,9,26,677,730000.0,220.0,1.0,5.0,2.0,170.0,2,0,1
3,9,21,12,375000.0,90.0,2.0,3.0,2.0,747.0,2,0,0
3,9,21,53,550000.0,65.0,2.0,2.0,1.0,,2,0,0
3,9,7,328,235036.0,60.0,2.0,1.0,1.0,500.0,2,0,0
3,9,39,345,900000.0,140.0,3.0,4.0,1.0,,2,0,1
3,9,21,404,590000.0,75.0,2.0,2.0,1.0,,2,0,0
3,9,23,741,730000.0,114.0,3.0,2.0,1.0,,2,0,0
3,9,26,774,800000.0,220.0,3.0,2.0,2.0,1.0,2,0,1
3,9,23,433,2050000.0,224.0,4.0,3.0,2.0,169.0,2,0,2
3,9,26,88,550000.0,100.0,2.0,3.0,2.0,2.0,2,0,2
3,9,13,552,620000.0,85.0,2.0,1.0,1.0,349.0,2,0,0
3,9,21,617,2388834.0,162.0,4.0,6.0,2.0,,2,0,0
3,9,19,724,650000.0,115.0,4.0,2.0,1.0,,2,0,2
3,9,23,606,400000.0,55.0,1.0,1.0,1.0,1.0,2,0,0
3,9,21,12,500000.0,92.0,2.0,1.0,1.0,636.0,2,0,0
3,9,21,53,550000.0,66.0,2.0,2.0,1.0,456.0,2,0,0
3,9,21,134,1130000.0,120.0,3.0,1.0,1.0,138.0,2,0,5
3,9,14,295,1850000.0,140.0,4.0,2.0,2.0,23.0,2,0,0
3,9,43,92,598000.0,170.0,3.0,2.0,2.0,389.0,2,0,1
3,9,50,335,1500000.0,130.0,3.0,2.0,2.0,2.0,2,0,0
3,9,58,333,320000.0,75.0,2.0,1.0,1.0,,2,0,0
3,9,58,554,180000.0,53.0,2.0,1.0,1.0,,2,0,0
3,9,36,82,370000.0,60.0,2.0,2.0,1.0,1251.0,2,0,0
3,9,13,635,480000.0,70.0,3.0,2.0,1.0,,2,0,0
3,9,21,342,475000.0,68.0,2.0,2.0,1.0,175.0,2,0,0
3,9,58,576,420000.0,72.0,2.0,2.0,1.0,11.0,2,0,0
3,9,36,82,255000.0,60.0,2.0,2.0,1.0,1291.0,2,0,0
3,9,23,488,1400000.0,237.0,2.0,4.0,2.0,2.0,2,0,5
3,9,21,448,590000.0,62.0,2.0,2.0,1.0,122.0,2,0,0
3,9,21,12,450000.0,70.0,2.0,1.0,1.0,301.0,2,0,0
3,9,23,386,595000.0,74.0,2.0,3.0,1.0,,2,0,2
3,9,50,668,890000.0,220.0,4.0,1.0,2.0,43.0,2,0,1
3,9,19,301,205000.0,55.0,2.0,1.0,1.0,,2,0,0
3,9,19,680,169000.0,58.0,2.0,1.0,1.0,,2,0,0
3,9,50,533,1780000.0,170.0,4.0,5.0,2.0,,2,0,0
3,9,36,82,300000.0,56.0,2.0,2.0,1.0,,2,0,0
3,9,18,155,290000.0,60.0,3.0,1.0,1.0,50.0,2,0,0
3,9,20,128,1000000.0,130.0,3.0,3.0,2.0,,2,0,5
3,9,21,798,1000000.0,130.0,3.0,2.0,2.0,,2,0,0
3,9,21,448,900000.0,140.0,3.0,3.0,1.0,,2,0,0
3,9,21,549,650000.0,85.0,2.0,2.0,1.0,71.0,2,0,0
3,9,58,699,660000.0,93.0,2.0,3.0,1.0,91.0,2,0,0
3,9,58,519,470000.0,75.0,2.0,2.0,1.0,,2,0,0
3,9,58,333,630000.0,122.0,3.0,2.0,1.0,,2,0,0
3,9,19,712,250000.0,70.0,2.0,1.0,1.0,,2,0,0
3,9,19,49,390000.0,70.0,2.0,2.0,1.0,,2,0,0
3,9,19,301,220000.0,60.0,2.0,1.0,1.0,,2,0,0
3,9,21,38,860000.0,90.0,2.0,1.0,1.0,,2,0,0
3,9,21,562,1375000.0,171.0,3.0,2.0,1.0,,2,0,0
3,9,21,53,770000.0,94.0,3.0,3.0,1.0,,2,0,0
3,9,58,757,750000.0,102.0,3.0,3.0,2.0,,2,0,0
3,9,21,56,629000.0,82.0,2.0,2.0,1.0,,2,0,0
3,9,25,555,950000.0,165.0,3.0,2.0,2.0,,2,0,0
3,9,26,719,1100000.0,229.0,3.0,3.0,2.0,,2,0,0
3,9,42,68,285000.0,59.0,2.0,1.0,1.0,,2,0,0
3,9,58,333,380000.0,85.0,2.0,2.0,1.0,438.0,2,0,0
3,9,21,53,680000.0,81.0,2.0,2.0,1.0,,2,0,0
3,9,58,576,350000.0,60.0,3.0,1.0,1.0,407.0,2,0,0
3,9,50,348,830000.0,170.0,3.0,1.0,2.0,,2,0,1
3,9,58,576,560000.0,89.0,3.0,2.0,1.0,216.0,2,0,0
3,9,8,479,520000.0,104.0,2.0,2.0,1.0,20.0,2,0,0
3,9,8,150,2019407.0,141.0,4.0,3.0,2.0,131.0,2,0,0
3,9,21,549,540000.0,67.0,1.0,2.0,1.0,121.0,2,0,0
3,9,50,472,1270000.0,134.0,3.0,5.0,2.0,112.0,2,0,1
3,9,50,14,1790000.0,139.0,4.0,2.0,2.0,3474.0,2,0,0
3,9,19,495,220000.0,65.0,3.0,1.0,1.0,102.0,2,0,0
3,9,21,544,1100000.0,133.0,3.0,3.0,2.0,,2,0,0
3,9,21,448,768500.0,120.0,3.0,2.0,1.0,,2,0,0
3,9,19,712,170000.0,68.0,2.0,1.0,1.0,,2,0,0
3,9,19,566,310000.0,105.0,3.0,2.0,1.0,,2,0,0
3,9,21,275,720000.0,78.0,2.0,1.0,1.0,,2,0,0
3,9,21,798,1500000.0,146.0,4.0,3.0,2.0,,2,0,0
3,9,5,194,390000.0,60.0,2.0,2.0,1.0,,2,0,0
3,9,5,437,395000.0,72.0,2.0,2.0,1.0,,2,0,0
3,9,42,23,280000.0,56.0,3.0,1.0,1.0,,2,0,0
3,9,63,823,235000.0,68.0,2.0,1.0,1.0,,2,0,0
3,9,11,435,1680000.0,163.0,4.0,3.0,2.0,179.0,2,0,0
3,9,50,472,1270000.0,134.0,3.0,5.0,2.0,112.0,2,0,1
3,9,21,544,1100000.0,133.0,3.0,3.0,2.0,,2,0,0
3,9,21,544,980000.0,110.0,3.0,1.0,2.0,,2,0,0
3,9,21,53,790000.0,130.0,4.0,3.0,2.0,,2,0,0
3,9,21,342,1375000.0,111.0,3.0,3.0,2.0,,2,0,0
3,9,19,712,170000.0,68.0,2.0,1.0,1.0,,2,0,0
3,9,19,566,310000.0,105.0,3.0,2.0,1.0,,2,0,0
3,9,58,757,680000.0,140.0,2.0,1.0,1.0,93.0,2,0,5
3,9,19,495,220222.0,78.0,3.0,1.0,1.0,102.0,2,0,0
3,9,50,463,790000.0,150.0,4.0,2.0,2.0,1.0,2,0,1
3,9,16,207,780000.0,115.0,3.0,2.0,1.0,1.0,2,0,1
3,9,21,38,735000.0,120.0,3.0,3.0,1.0,325.0,2,0,0
3,9,21,549,1050000.0,120.0,3.0,3.0,1.0,62.0,2,0,0
3,9,21,275,680000.0,92.0,2.0,2.0,1.0,206.0,2,0,0
3,9,50,133,790000.0,150.0,3.0,2.0,3.0,400.0,2,0,1
3,9,21,134,2100000.0,200.0,4.0,5.0,3.0,,2,0,0
3,9,18,155,350000.0,64.0,2.0,1.0,1.0,,2,0,0
3,9,21,558,800000.0,110.0,3.0,2.0,1.0,,2,0,0
3,9,21,642,1400000.0,140.0,3.0,3.0,2.0,,2,0,0
3,9,21,448,1100000.0,100.0,3.0,3.0,2.0,,2,0,0
3,9,58,271,380000.0,72.0,2.0,1.0,1.0,,2,0,0
3,9,48,431,730000.0,100.0,3.0,1.0,2.0,,2,0,0
3,9,19,185,215000.0,72.0,2.0,1.0,1.0,,2,0,0
3,9,23,606,740000.0,110.0,3.0,2.0,1.0,,2,0,0
3,9,58,822,300000.0,76.0,2.0,2.0,1.0,23.0,2,0,0
3,9,13,670,450000.0,116.0,3.0,1.0,1.0,,2,0,20
3,9,21,134,2100000.0,200.0,4.0,5.0,3.0,,2,0,0
3,9,39,72,740000.0,200.0,3.0,2.0,2.0,,2,0,2
3,9,18,155,350000.0,64.0,2.0,1.0,1.0,,2,0,0
3,9,21,558,800000.0,110.0,3.0,2.0,1.0,,2,0,0
3,9,50,109,1850000.0,173.0,4.0,3.0,2.0,100.0,2,0,0
3,9,56,84,575000.0,150.0,3.0,3.0,2.0,,2,0,1
3,9,58,349,635000.0,82.0,2.0,1.0,1.0,148.0,2,0,0
3,9,50,322,899000.0,97.0,3.0,1.0,1.0,69.0,2,0,0
3,9,64,60,850000.0,180.0,4.0,2.0,3.0,520.0,2,0,2
3,9,8,150,530000.0,80.0,2.0,1.0,1.0,15.0,2,0,0
3,9,21,707,750000.0,89.0,2.0,4.0,1.0,,2,0,0
3,9,48,431,630000.0,87.0,2.0,3.0,1.0,153.0,2,0,0
3,9,21,504,849000.0,120.0,3.0,3.0,2.0,462.0,2,0,0
3,9,7,402,320000.0,75.0,2.0,1.0,1.0,504.0,2,0,0
3,9,19,264,220000.0,63.0,2.0,1.0,1.0,127.0,2,0,0
3,9,58,271,800000.0,125.0,3.0,1.0,1.0,,2,0,1
3,9,19,358,330000.0,90.0,2.0,3.0,1.0,18.0,2,0,0
3,9,7,328,270000.0,50.0,2.0,1.0,1.0,,2,0,0
3,9,11,48,1450000.0,140.0,4.0,3.0,2.0,100.0,2,0,0
3,9,19,775,180000.0,64.0,2.0,1.0,1.0,,2,0,0
3,9,21,300,1179000.0,112.0,3.0,1.0,1.0,9.0,2,0,0
3,9,21,562,1450000.0,110.0,3.0,3.0,1.0,,2,0,0
3,9,21,404,1490000.0,140.0,3.0,3.0,1.0,252.0,2,0,0
3,9,58,349,567000.0,66.0,2.0,2.0,1.0,307.0,2,0,0
3,9,58,576,275000.0,55.0,2.0,1.0,1.0,335.0,2,0,0
3,9,7,328,270000.0,50.0,2.0,1.0,1.0,,2,0,0
3,9,11,48,1450000.0,140.0,4.0,3.0,2.0,100.0,2,0,0
3,9,19,775,180000.0,64.0,2.0,1.0,1.0,,2,0,0
3,9,19,262,295000.0,90.0,2.0,2.0,1.0,76.0,2,0,0
3,9,39,55,1430000.0,206.0,3.0,3.0,2.0,78.0,2,0,1
3,9,58,576,529000.0,71.0,2.0,3.0,1.0,,2,0,0
3,9,42,23,350000.0,10.0,3.0,1.0,1.0,,2,0,0
3,9,58,644,916000.0,160.0,2.0,1.0,2.0,133.0,2,0,5
3,9,21,134,949000.0,211.0,4.0,3.0,1.0,245.0,2,0,0
3,9,58,576,260000.0,78.0,2.0,1.0,1.0,335.0,2,0,0
3,9,26,677,730000.0,220.0,1.0,5.0,2.0,170.0,2,0,1
3,9,21,12,375000.0,90.0,2.0,3.0,2.0,747.0,2,0,0
3,9,21,53,550000.0,65.0,2.0,2.0,1.0,,2,0,0
3,9,21,108,825000.0,100.0,2.0,3.0,1.0,161.0,2,0,0
3,9,65,239,680000.0,220.0,3.0,2.0,3.0,63.0,2,0,1
3,9,5,72,750000.0,120.0,3.0,3.0,1.0,544.0,2,0,1
3,9,25,555,725000.0,86.0,2.0,2.0,2.0,813.0,2,0,0
3,9,57,148,180000.0,51.0,2.0,1.0,1.0,119.0,2,0,0
3,9,43,753,620000.0,100.0,3.0,3.0,2.0,,2,0,1
3,9,21,275,830000.0,110.0,3.0,2.0,1.0,304.0,2,0,0
3,9,21,53,680000.0,88.0,2.0,3.0,2.0,358.0,2,0,0
3,9,21,53,980000.0,95.0,3.0,2.0,1.0,307.0,2,0,0
3,9,21,108,825000.0,100.0,2.0,3.0,1.0,161.0,2,0,0
3,9,65,239,680000.0,220.0,3.0,2.0,3.0,63.0,2,0,1
3,9,58,577,1950000.0,215.0,3.0,5.0,3.0,13.0,2,0,0
3,9,25,555,725000.0,86.0,2.0,2.0,2.0,813.0,2,0,0
3,9,57,148,180000.0,51.0,2.0,1.0,1.0,119.0,2,0,0
3,9,5,113,873000.0,199.0,4.0,3.0,2.0,,2,0,2
3,9,43,753,620000.0,100.0,3.0,3.0,2.0,,2,0,1
3,9,21,275,830000.0,110.0,3.0,2.0,1.0,304.0,2,0,0
3,9,21,53,680000.0,88.0,2.0,3.0,2.0,358.0,2,0,0
3,9,21,53,980000.0,95.0,3.0,2.0,1.0,307.0,2,0,0
3,9,21,558,1500000.0,130.0,3.0,2.0,2.0,81.0,2,0,0
3,9,58,576,275000.0,45.0,2.0,1.0,1.0,,2,0,0
3,9,21,342,1480000.0,117.0,3.0,2.0,2.0,137.0,2,0,0
3,9,26,694,790000.0,108.0,3.0,3.0,1.0,611.0,2,0,0
3,9,36,82,242700.0,60.0,2.0,2.0,1.0,1291.0,2,0,0
3,9,58,644,620000.0,66.0,2.0,1.0,1.0,15.0,2,0,0
3,9,13,552,350000.0,65.0,2.0,1.0,1.0,,2,0,0
3,9,7,328,450000.0,75.0,3.0,2.0,1.0,1001.0,2,0,0
3,9,19,711,215000.0,34.0,1.0,2.0,1.0,100.0,2,0,0
3,9,21,558,820000.0,110.0,3.0,3.0,1.0,38.0,2,0,0
3,9,14,46,1250000.0,123.0,3.0,3.0,2.0,840.0,2,0,0
3,9,7,328,360000.0,77.0,2.0,1.0,1.0,0.0,2,0,0
3,9,14,513,1390000.0,120.0,3.0,3.0,2.0,36.0,2,0,0
3,9,21,496,760000.0,105.0,2.0,2.0,1.0,345.0,2,0,0
3,9,58,576,540000.0,70.0,2.0,2.0,1.0,100.0,2,0,0
3,9,21,617,1080000.0,152.0,3.0,1.0,1.0,,2,0,0
3,9,21,12,580000.0,90.0,2.0,2.0,1.0,,2,0,0
3,9,58,349,980000.0,118.0,3.0,1.0,2.0,,2,0,0
3,9,21,38,1490000.0,150.0,3.0,2.0,1.0,,2,0,0
3,9,21,564,550000.0,80.0,2.0,2.0,1.0,,2,0,0
3,9,21,56,750000.0,125.0,3.0,3.0,1.0,,2,0,0
3,9,58,554,200000.0,45.0,2.0,1.0,1.0,,2,0,0
3,9,21,404,700000.0,100.0,3.0,1.0,1.0,,2,0,0
3,9,7,331,290000.0,78.0,2.0,1.0,1.0,,2,0,0
3,9,48,431,730000.0,109.0,3.0,2.0,2.0,,2,0,0
3,9,7,331,284000.0,52.0,2.0,1.0,1.0,,2,0,0
3,9,26,719,650000.0,150.0,3.0,2.0,2.0,545.0,2,0,2
3,9,13,303,375000.0,83.0,2.0,2.0,1.0,144.0,2,0,0
3,9,26,719,650000.0,150.0,3.0,2.0,2.0,545.0,2,0,2
3,9,21,53,490000.0,55.0,1.0,1.0,1.0,409.0,2,0,0
3,9,21,549,630000.0,95.0,2.0,2.0,1.0,71.0,2,0,0
3,9,68,78,630000.0,185.0,3.0,2.0,3.0,520.0,2,0,0
3,9,21,53,590000.0,70.0,2.0,2.0,1.0,463.0,2,0,0
3,9,21,575,1280000.0,123.0,3.0,3.0,2.0,242.0,2,0,0
3,9,21,12,650000.0,95.0,3.0,3.0,1.0,,2,0,0
3,9,26,231,780000.0,120.0,3.0,2.0,2.0,,2,0,1
3,9,26,131,700000.0,120.0,3.0,4.0,2.0,2.0,2,0,2
3,9,14,533,820000.0,122.0,3.0,3.0,2.0,,2,0,0
3,9,21,342,780000.0,81.0,3.0,2.0,1.0,7.0,2,0,0
3,9,21,206,609000.0,144.0,3.0,2.0,1.0,448.0,2,0,0
3,9,26,666,480000.0,80.0,2.0,4.0,2.0,94.0,2,0,2
3,9,26,409,370000.0,116.0,4.0,4.0,1.0,22.0,2,0,2
3,9,21,317,1330000.0,167.0,3.0,2.0,2.0,,2,0,5
3,9,26,205,950000.0,150.0,3.0,2.0,2.0,95.0,2,0,2
3,9,65,281,940000.0,234.0,3.0,3.0,2.0,,2,0,1
3,9,13,768,600000.0,80.0,2.0,2.0,1.0,86.0,2,0,5
3,9,62,137,1680000.0,140.0,3.0,1.0,1.0,500.0,2,0,5
3,9,26,72,910000.0,120.0,3.0,2.0,2.0,11699.0,2,0,0
3,9,58,271,355000.0,71.0,2.0,1.0,1.0,69.0,2,0,0
