state,city,neighborhood,street,price,area,rooms,bathrooms,garage,description,url,number,done,furnished,type
RJ,NITEROI,SANTA ROSA,RUA NORONHA TORREZAO,239680.0,68,3,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-playground-santa-rosa-niteroi-68m2-id-2690279675,100,2,0,APARTAMENTO
RJ,NITEROI,MACEIO,ESTRADA PACHECO DE CARVALHO,3300000.0,1000,4,6,3,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-maceio-niteroi-1000m2-id-2568202194,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,SAPE,RUA AMADEU GOMES,1560000.0,170,4,4,4,null,www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-ar-condicionado-sape-niteroi-170m2-id-2646496336,null,2,0,CASA
RJ,NITEROI,BADU,ESTRADA CAETANO MONTEIRO,1230000.0,390,4,4,2,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-churrasqueira-badu-niteroi-390m2-id-2675850734,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,MATAPACA,RUA CANDIDO PORTINARI,1500000.0,200,4,6,4,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-mata-paca-niteroi-200m2-id-2562148635,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,ITAIPU,ESTRADA FRANCISCO DA CRUZ NUNES,1500000.0,94,4,6,6,null,www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-quintal-itaipu-niteroi-94m2-id-2633662183,null,2,0,CASA
RJ,NITEROI,ICARAI,RUA CORONEL MOREIRA CESAR,790000.0,82,3,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-icarai-niteroi-82m2-id-2688967454,null,2,0,APARTAMENTO
RJ,NITEROI,ITAIPU,RUA JURITI,2100000.0,291,5,2,2,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-5-quartos-itaipu-niteroi-291m2-id-2686247725,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,SANTA ROSA,RUA SANTA ROSA,1700000.0,300,6,4,null,null,www.zapimoveis.com.br/imovel/venda-casa-6-quartos-santa-rosa-niteroi-300m2-id-2686247562,null,2,0,CASA
RJ,NITEROI,BADU,RUA AUGUSTO DA CRUZ NUNES,1300000.0,120,3,1,null,null,www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-badu-niteroi-120m2-id-2647794857,null,2,0,CASA
RJ,NITEROI,BADU,ESTRADA CAETANO MONTEIRO,1800000.0,450,3,1,null,null,www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-badu-niteroi-450m2-id-2669425416,null,2,0,CASA
RJ,NITEROI,MATAPACA,RUA CANDIDO PORTINARI,1290000.0,270,3,4,4,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-mata-paca-niteroi-270m2-id-2562153725,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,ITAIPU,RUA CESAR GONCALVES DOS SANTOS,1526000.0,322,3,1,2,null,www.zapimoveis.com.br/imovel/venda-casa-3-quartos-itaipu-niteroi-322m2-id-2628962697,null,2,0,CASA
RJ,NITEROI,PIRATININGA,RUA DEMOCRITO DA CUNHA SILVEIRA,316000.0,180,null,null,null,null,www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-piratininga-niteroi-rj-180m2-id-2578343097,null,2,0,LOTE/TERRENO
RJ,NITEROI,CENTRO,RUA VISCONDE DO URUGUAI,1200000.0,170,null,1,null,null,www.zapimoveis.com.br/imovel/venda-loja-salao-com-deposito-privativo-centro-niteroi-170m2-id-2624463504,null,2,0,PONTO COMERCIAL/LOJA/BOX
RJ,NITEROI,VILA PROGRESSO,RUA CANDIDO PORTINARI,1280000.0,300,6,5,2,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-6-quartos-com-acesso-24-horas-vila-progresso-niteroi-rj-300m2-id-2671693711,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,LARGO DA BATALHA,TRAVESSA NOSSA SENHORA DE FATIMA,950000.0,390,3,1,4,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-piscina-largo-da-batalha-niteroi-390m2-id-2667546600,289,2,0,CASA DE CONDOMINIO
RJ,NITEROI,CHARITAS,RUA MURILO PORTUGAL,1000000.0,91,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-sao-francisco-niteroi-91m2-id-2670184307,382,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA JOAQUIM TAVORA,900000.0,180,3,4,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-icarai-niteroi-180m2-id-2679964626,20,2,0,APARTAMENTO
RJ,NITEROI,VITAL BRASIL,RUA MAESTRO JOSE BOTELHO,580000.0,110,3,3,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-vital-brazil-niteroi-110m2-id-2681045901,170,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,ALAMEDA SAO BOAVENTURA,230000.0,49,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-fonseca-niteroi-49m2-id-2679934813,null,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,ALAMEDA SAO BOAVENTURA,229000.0,70,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-fonseca-niteroi-70m2-id-2670999801,null,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,RUA A,420000.0,115,3,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-fonseca-niteroi-115m2-id-2603831787,null,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,RUA MAGNOLIA BRASIL,250000.0,65,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-fonseca-niteroi-65m2-id-2557437368,null,2,0,APARTAMENTO
RJ,NITEROI,INGA,RUA TIRADENTES,750000.0,114,3,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-inga-niteroi-114m2-id-2679815497,null,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,AVENIDA PROFESSOR JOAO BRASIL,315000.0,82,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-fonseca-niteroi-82m2-id-2678467319,null,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,RUA ZORAIDA BRASIL ALCANTARA,255000.0,80,2,1,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-fonseca-niteroi-80m2-id-2669035401,null,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,RUA A,210000.0,52,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-fonseca-niteroi-52m2-id-2558357986,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA OSVALDO CRUZ,1880000.0,252,4,4,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-cozinha-icarai-niteroi-252m2-id-2568197256,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA GAVIAO PEIXOTO,630000.0,110,3,3,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-icarai-niteroi-110m2-id-2568199767,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA GENERAL PEREIRA DA SILVA,880000.0,138,3,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-icarai-niteroi-138m2-id-2644449668,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA ALVARES DE AZEVEDO,650000.0,80,2,1,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-ar-condicionado-icarai-niteroi-80m2-id-2668558508,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA CINCO DE JULHO,1600000.0,152,4,4,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-icarai-niteroi-152m2-id-2648521892,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,PRAIA CANTO DO RIO,740000.0,100,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-icarai-niteroi-100m2-id-2603832498,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA LEMOS CUNHA,800000.0,82,2,3,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-icarai-niteroi-82m2-id-2609749800,null,2,0,APARTAMENTO
RJ,NITEROI,SANTA ROSA,RUA PADRE EMILIO MIOTTI,700000.0,78,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-santa-rosa-niteroi-78m2-id-2623921734,null,2,1,APARTAMENTO
RJ,NITEROI,SANTA ROSA,RUA CINCO DE JULHO,550000.0,120,3,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-icarai-niteroi-120m2-id-2623661721,null,2,0,APARTAMENTO
RJ,NITEROI,SANTA ROSA,RUA MARTINS TORRES,270000.0,60,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-santa-rosa-niteroi-60m2-id-2677062869,null,2,0,APARTAMENTO
RJ,NITEROI,SAO DOMINGOS,RUA JOSE BONIFACIO,426000.0,75,2,3,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-ar-condicionado-sao-domingos-niteroi-75m2-id-2628936381,null,2,0,APARTAMENTO
RJ,NITEROI,CUBANGO,RUA DESEMBARGADOR LIMA CASTRO,280000.0,70,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-ar-condicionado-cubango-niteroi-70m2-id-2583429248,null,2,0,APARTAMENTO
RJ,NITEROI,BARRETO,RUA GENERAL CASTRIOTO,390000.0,142,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-barreto-niteroi-142m2-id-2639337532,null,2,0,APARTAMENTO
RJ,NITEROI,SAO DOMINGOS,RUA PROFESSOR HERNANI MELO,490000.0,70,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-churrasqueira-sao-domingos-niteroi-70m2-id-2609482374,null,2,0,APARTAMENTO
RJ,NITEROI,INGA,RUA DOUTOR ARTUR TIBAU,780000.0,110,3,1,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-inga-niteroi-110m2-id-2566700866,null,2,0,APARTAMENTO
RJ,NITEROI,INGA,RUA PRESIDENTE DOMICIANO,550000.0,74,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-ar-condicionado-inga-niteroi-74m2-id-2646772459,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA CORONEL MOREIRA CESAR,500000.0,82,2,2,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-icarai-niteroi-82m2-id-2567812166,211,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA DOMINGUES DE SA,830000.0,90,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-icarai-niteroi-90m2-id-2681322897,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,AVENIDA ALMIRANTE ARY PARREIRAS,600000.0,140,3,2,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-varanda-icarai-niteroi-140m2-id-2686862552,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA DOUTOR TAVARES DE MACEDO,620000.0,87,2,1,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-icarai-niteroi-87m2-id-2674412386,null,2,0,APARTAMENTO
RJ,NITEROI,MARAVISTA,RUA DOUTOR CICERO BARRETO,1300000.0,450,4,4,2,null,www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-maravista-niteroi-450m2-id-2678659321,null,2,0,CASA
RJ,NITEROI,ITAIPU,RUA DOS PAVOES,1300000.0,200,3,3,2,null,www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-piscina-itaipu-niteroi-200m2-id-2644462040,null,2,0,COBERTURA
RJ,NITEROI,ICARAI,RUA CORONEL MOREIRA CESAR,730000.0,140,2,1,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-icarai-niteroi-140m2-id-2586722145,null,2,0,APARTAMENTO
RJ,NITEROI,MATAPACA,RUA BARAO DE PALMARES,350000.0,620,null,null,null,null,www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-mata-paca-niteroi-620m2-id-2669214821,4,2,0,LOTE/TERRENO
RJ,NITEROI,ICARAI,RUA CINCO DE JULHO,700000.0,108,3,3,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-icarai-niteroi-108m2-id-2584028011,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA LOPES TROVAO,1350000.0,120,4,4,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-cozinha-icarai-niteroi-120m2-id-2646428488,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA TENENTE MESQUITA,580000.0,84,2,3,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-santa-rosa-niteroi-84m2-id-2687239038,null,2,0,APARTAMENTO
RJ,NITEROI,SANTA ROSA,RUA NORONHA TORREZAO,540000.0,72,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-santa-rosa-niteroi-72m2-id-2623890160,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA GERALDO MARTINS,1490000.0,180,4,3,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-icarai-niteroi-180m2-id-2623890552,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA COMENDADOR QUEIROZ,1700000.0,123,4,2,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-icarai-niteroi-123m2-id-2659205554,null,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA PRESIDENTE BACKER,920000.0,92,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-icarai-niteroi-92m2-id-2679509896,null,2,1,APARTAMENTO
RJ,NITEROI,ICARAI,AVENIDA SETE DE SETEMBRO,695000.0,79,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-icarai-niteroi-79m2-id-2593068874,null,2,0,APARTAMENTO
RJ,NITEROI,BADU,ESTRADA CAETANO MONTEIRO,450000.0,120,3,3,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-badu-niteroi-120m2-id-2641000155,null,2,0,APARTAMENTO
RJ,NITEROI,ITACOATAIRA,RUA SAMUEL WAINER FILHO,820000.0,74,2,3,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-itaipu-niteroi-74m2-id-2597574881,null,2,0,APARTAMENTO
RJ,NITEROI,ITAIPU,RUA LEILA SOUZA PUTILINI,1600000.0,260,3,3,3,null,www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-piscina-itaipu-niteroi-260m2-id-2683877926,null,2,0,COBERTURA
RJ,NITEROI,CENTRO,RUA ALMIRANTE TEFFE,380000.0,95,2,2,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-centro-niteroi-95m2-id-2568569429,null,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,RUA ANTONIO SILVA,250000.0,60,1,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-fonseca-niteroi-60m2-id-2640996728,null,2,1,APARTAMENTO
RJ,NITEROI,FONSECA,RUA ZORAIDA BRASIL ALCANTARA,230000.0,74,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-ar-condicionado-fonseca-niteroi-74m2-id-2545360101,null,2,0,APARTAMENTO
RJ,NITEROI,INGA,RUA DOUTOR PAULO ALVES,630000.0,80,1,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-academia-inga-niteroi-80m2-id-2602659387,null,2,0,APARTAMENTO
RJ,NITEROI,VILA PROGRESSO,ESTRADA PROFESSOR BRIGIDO TINOCO,1100000.0,300,4,6,4,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-vila-progresso-niteroi-300m2-id-2591473998,455,2,0,CASA DE CONDOMINIO
RJ,NITEROI,PIRATININGA,RUA ORESTES BARBOSA,1400000.0,220,3,1,2,null,www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-piratininga-niteroi-220m2-id-2669428793,null,2,0,CASA
RJ,NITEROI,INGA,RUA PRESIDENTE PEDREIRA,1300000.0,10,3,3,3,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-inga-niteroi-10m2-id-2659508612,139,2,0,APARTAMENTO
RJ,NITEROI,INGA,RUA PRESIDENTE PEDREIRA,1700000.0,250,3,4,3,null,www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-com-piscina-inga-niteroi-rj-250m2-id-2625248415,17,2,0,COBERTURA
RJ,NITEROI,PIRATININGA,RUA GEOGRAFO AMORA,3200000.0,270,4,6,5,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-mobiliado-piratininga-niteroi-270m2-id-2665924195,501,2,1,CASA DE CONDOMINIO
RJ,NITEROI,PIRATININGA,RUA JAYME BITTENCOURT,5700000.0,350,5,4,2,null,www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-piscina-camboinhas-niteroi-350m2-id-2576415621,0,2,0,CASA
RJ,NITEROI,ICARAI,RUA LOPES TROVAO,850000.0,180,4,3,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-churrasqueira-icarai-niteroi-180m2-id-2567814030,247,2,0,APARTAMENTO
RJ,NITEROI,ITACOATIARA,ESTRADA FRANCISCO DA CRUZ NUNES,1158000.0,190,3,3,3,null,www.zapimoveis.com.br/imovel/venda-cobertura-3-quartos-mobiliado-itaipu-niteroi-190m2-id-2679377701,11200,2,1,COBERTURA
RJ,NITEROI,ITAIPU,RUA SANTO AMARO,590000.0,120,3,1,1,null,www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-maravista-niteroi-120m2-id-2639403894,950,2,0,CASA
RJ,NITEROI,ITAIPU,ESTRADA FRANCISCO DA CRUZ NUNES,2800000.0,600,5,7,2,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-5-quartos-itaipu-niteroi-rj-600m2-id-2690244382,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,ITAIPU,RUA MARIA CELESTE TOSTES BARROS,800000.0,118,3,3,1,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-com-ar-condicionado-itaipu-niteroi-rj-118m2-id-2619146025,7,2,0,CASA DE CONDOMINIO
RJ,NITEROI,CAMBOINHAS,RUA EDMA RODRIGUES VALADAO,2500000.0,296,3,3,2,null,www.zapimoveis.com.br/imovel/venda-casa-3-quartos-mobiliado-camboinhas-niteroi-rj-296m2-id-2624463713,null,2,1,CASA
RJ,NITEROI,BARRETO,RUA DOUTOR LUIZ PALMIER,380000.0,62,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-barreto-niteroi-rj-62m2-id-2633536985,500,2,1,APARTAMENTO
RJ,NITEROI,SAO DOMINGOS,RUA PROFESSOR LARA VILELA,400000.0,100,2,2,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-varanda-sao-domingos-niteroi-100m2-id-2628749797,105,2,0,APARTAMENTO
RJ,NITEROI,CENTRO,RUA VISCONDE DE ITABORAI,250000.0,80,2,1,null,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-cozinha-centro-niteroi-80m2-id-2681045382,360,2,0,APARTAMENTO
RJ,NITEROI,SAO FRANCISCO,RUA DOUTOR HENRIQUE PORTUGAL,4000000.0,800,5,6,4,null,www.zapimoveis.com.br/imovel/venda-casa-5-quartos-mobiliado-sao-francisco-niteroi-800m2-id-2568640701,207,2,1,CASA
RJ,NITEROI,CENTRO,RUA GENERAL ANDRADE NEVES,260000.0,24,null,1,null,null,www.zapimoveis.com.br/imovel/venda-conjunto-comercial-sala-com-ar-condicionado-sao-domingos-niteroi-24m2-id-2624664355,9,2,0,SALA/CONJUNTO
RJ,NITEROI,ICARAI,RUA MARIZ E BARROS,899000.0,110,4,2,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-icarai-niteroi-110m2-id-2641174707,138,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,RUA LEITE RIBEIRO,265000.0,64,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-fonseca-niteroi-64m2-id-2464171180,null,2,0,APARTAMENTO
RJ,NITEROI,ITAIPU,RUA UIRAPURU,603000.0,360,null,null,null,null,www.zapimoveis.com.br/imovel/venda-terreno-lote-condominio-itaipu-niteroi-360m2-id-2629435153,null,2,0,LOTE/TERRENO
RJ,NITEROI,MARAVISTA,RUA MARIA CELESTE TOSTES BARROS,800000.0,119,3,3,1,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-3-quartos-maravista-niteroi-119m2-id-2675951702,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,PIRATININGA,RUA JOSE DANTAS FREIRE FILHO,1260000.0,200,3,3,2,null,www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-piratininga-niteroi-200m2-id-2546128498,null,2,0,CASA
RJ,NITEROI,SANTA ROSA,RUA NORONHA TORREZAO,375000.0,50,1,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-santa-rosa-niteroi-50m2-id-2672119676,null,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,RUA EVILASIO SILVA,350000.0,92,3,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-ar-condicionado-fonseca-niteroi-92m2-id-2568569119,null,2,0,APARTAMENTO
RJ,NITEROI,ENGENHOCA,RUA DESEMBARGADOR MARIO FERNANDES PINHEIRO,330000.0,180,2,1,1,null,www.zapimoveis.com.br/imovel/venda-sobrados-2-quartos-engenhoca-niteroi-180m2-id-2504586958,34,2,0,SOBRADO
RJ,NITEROI,CENTRO,RUA SAO JOAO,2800000.0,900,null,6,5,null,www.zapimoveis.com.br/imovel/venda-predio-com-cozinha-centro-niteroi-900m2-id-2654893157,null,2,0,PREDIO/EDIFICIO INTEIRO
RJ,NITEROI,BADU,ESTRADA FRANCISCO DA CRUZ NUNES,2700000.0,10,4,2,3,null,www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-badu-niteroi-10m2-id-2599488168,0,2,0,APARTAMENTO
RJ,NITEROI,CENTRO,RUA VISCONDE DO URUGUAI,1290000.0,170,null,2,null,null,www.zapimoveis.com.br/imovel/venda-loja-salao-centro-niteroi-170m2-id-2596941458,null,2,0,PONTO COMERCIAL/LOJA/BOX
RJ,NITEROI,SAO FRANCISCO,RUA A,2575000.0,570,4,3,3,null,www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-piscina-sao-francisco-niteroi-570m2-id-2545331755,null,2,0,CASA
RJ,NITEROI,SAO FRANCISCO,RUA A,1625000.0,280,4,3,1,null,www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-ar-condicionado-sao-francisco-niteroi-280m2-id-2608043212,null,2,0,CASA
RJ,NITEROI,PENDOTIBA,RUA REITOR ARGEMIRO DE OLIVEIRA,1499000.0,375,4,6,6,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-maria-paula-niteroi-375m2-id-2554239452,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,VILA PROGRESSO,ESTRADA CAETANO MONTEIRO,798000.0,157,4,4,5,null,www.zapimoveis.com.br/imovel/venda-casa-de-condominio-4-quartos-com-piscina-badu-niteroi-157m2-id-2676854006,null,2,0,CASA DE CONDOMINIO
RJ,NITEROI,CAMBOINHAS,RUA PROFESSOR ALVARO CAETANO,2950000.0,450,3,4,3,null,www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-piscina-camboinhas-niteroi-450m2-id-2677602504,null,2,0,CASA
RJ,NITEROI,PIRATININGA,RUA ALTAMIRO DE CASTRO,1200000.0,280,3,3,6,null,www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-piratininga-niteroi-280m2-id-2659795755,null,2,0,CASA
RJ,NITEROI,SANTA ROSA,RUA PROFESSOR OTACILIO,695000.0,73,2,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-elevador-santa-rosa-niteroi-73m2-id-2637509598,null,2,0,APARTAMENTO
NITEROI,ITAIPU,,ESTRADA FRANCISCO DA CRUZ NUNES,870000.0,120,3,3,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-itaipu-niteroi-120m2-id-2669400695,11699,2,0,APARTAMENTO
RJ,NITEROI,BOA VIAGEM,RUA ANTONIO PARREIRAS,2579000.0,178,4,3,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-piscina-boa-viagem-niteroi-178m2-id-2656630363,54,2,0,APARTAMENTO
RJ,NITEROI,FONSECA,RUA ZORAIDA BRASIL ALCANTARA,290000.0,60,1,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-elevador-fonseca-niteroi-60m2-id-2644673449,null,2,0,APARTAMENTO
RJ,NITEROI,CENTRO,RUA VISCONDE DE SEPETIBA,375000.0,55,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-centro-niteroi-55m2-id-2640425973,50,2,1,APARTAMENTO
RJ,NITEROI,ENGENHO DO MATO,RUA HELENICE COUTINHO TEBET,590000.0,120,3,1,2,null,www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-ar-condicionado-engenho-do-mato-niteroi-120m2-id-2567814644,12,2,0,CASA
RJ,NITEROI,INGA,RUA TIRADENTES,650000.0,90,3,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-churrasqueira-inga-niteroi-90m2-id-2574321532,107,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,RUA MARIZ E BARROS,700000.0,130,3,2,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-cozinha-icarai-niteroi-130m2-id-2660344482,514,2,0,APARTAMENTO
RJ,NITEROI,MARIA PAULA,RUA LUIZ SOBRAL,850000.0,180,5,3,3,null,www.zapimoveis.com.br/imovel/venda-casa-5-quartos-com-piscina-maria-paula-niteroi-180m2-id-2647773487,15,2,0,CASA
RJ,NITEROI,ICARAI,AVENIDA JORNALISTA ALBERTO FRANCISCO TORRES,3200000.0,240,4,5,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-interfone-icarai-niteroi-240m2-id-2682155996,299,2,0,APARTAMENTO
RJ,NITEROI,ICARAI,AVENIDA JORNALISTA ALBERTO FRANCISCO TORRES,4300000.0,341,4,2,2,null,www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-ar-condicionado-icarai-niteroi-341m2-id-2587963304,57,2,0,APARTAMENTO
RJ,NITEROI,BARRETO,RUA DOUTOR LUIZ PALMIER,370000.0,58,2,1,1,null,www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-barreto-niteroi-58m2-id-2658248153,500,2,1,APARTAMENTO
